98558d41-ebe6-4b31-b6a0-bee3afacfa5f	C3L-00010.WXS.N	98558d41-ebe6-4b31-b6a0-bee3afacfa5f/CPT0000060163.WholeExome.RP-1303.bam
04dfca48-088d-480f-8c97-8b82c8626c68	C3L-00010.WXS.T	04dfca48-088d-480f-8c97-8b82c8626c68/CPT0001220165.WholeExome.RP-1303.bam
14ff5c48-84a3-4fb3-8d43-f148bf19c91a	C3L-00032.WXS.N	14ff5c48-84a3-4fb3-8d43-f148bf19c91a/CPT0000110163.WholeExome.RP-1303.bam
f7c2228a-b4cd-42b4-b355-ce777d9c54be	C3L-00032.WXS.T	f7c2228a-b4cd-42b4-b355-ce777d9c54be/CPT0001420005.WholeExome.RP-1303.bam
f7978cff-b4a3-4c81-b74a-a2336b158d15	C3L-00183.WXS.N	f7978cff-b4a3-4c81-b74a-a2336b158d15/CPT0070990002.WholeExome.RP-1303.bam
33fe377c-a171-418b-9df0-12cca2f968b3	C3L-00183.WXS.T	33fe377c-a171-418b-9df0-12cca2f968b3/CPT0066470010.WholeExome.RP-1303.bam
4a96af62-483c-4bbc-bb86-eb38f5d37251	C3L-00358.WXS.N	4a96af62-483c-4bbc-bb86-eb38f5d37251/CPT0004360002.WholeExome.RP-1303.bam
768ceeea-3dfe-4365-81f8-25219f36a8de	C3L-00358.WXS.T	768ceeea-3dfe-4365-81f8-25219f36a8de/CPT0002210008.WholeExome.RP-1303.bam
dcd5744a-5938-49a8-bd50-2cc5c3ec1044	C3L-00359.WXS.N	dcd5744a-5938-49a8-bd50-2cc5c3ec1044/CPT0004370002.WholeExome.RP-1303.bam
330583e4-6af5-442c-92de-637ea9dd0ec4	C3L-00359.WXS.T	330583e4-6af5-442c-92de-637ea9dd0ec4/CPT0002270008.WholeExome.RP-1303.bam
78abd9b6-8c68-4ddc-8216-1725bb3928a6	C3L-00361.WXS.N	78abd9b6-8c68-4ddc-8216-1725bb3928a6/CPT0004400002.WholeExome.RP-1303.bam
ada10dfa-45ec-42c5-94ef-f38364736db2	C3L-00361.WXS.T	ada10dfa-45ec-42c5-94ef-f38364736db2/CPT0002430008.WholeExome.RP-1303.bam
223db7e4-9112-4d30-b77d-8ba2dff20231	C3L-00369.WXS.N	223db7e4-9112-4d30-b77d-8ba2dff20231/CPT0002660002.WholeExome.RP-1303.bam
9d1618a7-c76f-4c28-b6d8-1c23384620af	C3L-00369.WXS.T	9d1618a7-c76f-4c28-b6d8-1c23384620af/CPT0006440009.WholeExome.RP-1303.bam
72aea9dd-43e4-4bb0-b5a4-8233be4e04e9	C3L-00561.WXS.N	72aea9dd-43e4-4bb0-b5a4-8233be4e04e9/CPT0024550002.WholeExome.RP-1303.bam
1a92ed12-f911-47f9-873d-d7a2d9dea36d	C3L-00561.WXS.T	1a92ed12-f911-47f9-873d-d7a2d9dea36d/CPT0023350006.WholeExome.RP-1303.bam
b1ba27cc-0929-4ddb-ab84-386c9c343dcf	C3L-00607.WXS.N	b1ba27cc-0929-4ddb-ab84-386c9c343dcf/CPT0029400002.WholeExome.RP-1303.bam
9c6e1ade-1a72-46c2-98a1-af8d61790952	C3L-00607.WXS.T	9c6e1ade-1a72-46c2-98a1-af8d61790952/CPT0025050009.WholeExome.RP-1303.bam
acdb5f29-a1ce-48a6-8a91-5f790691bfa4	C3L-00791.WXS.N	acdb5f29-a1ce-48a6-8a91-5f790691bfa4/CPT0029500002.WholeExome.RP-1303.bam
b081727c-55e9-4c3b-8de2-9daa0637634b	C3L-00791.WXS.T	b081727c-55e9-4c3b-8de2-9daa0637634b/CPT0026410009.WholeExome.RP-1303.bam
fb25c67e-3318-4905-a1ba-276fcd36de38	C3L-00917.WXS.N	fb25c67e-3318-4905-a1ba-276fcd36de38/CPT0024600002.WholeExome.RP-1303.bam
9ba4ef5f-56c3-46b9-a920-ad499fb80b72	C3L-00917.WXS.T	9ba4ef5f-56c3-46b9-a920-ad499fb80b72/CPT0023690006.WholeExome.RP-1303.bam
60bb0611-e14f-4042-b148-492cff530e9c	C3L-00942.WXS.N	60bb0611-e14f-4042-b148-492cff530e9c/CPT0016970001.WholeExome.RP-1303.bam
e4a34a68-cdb6-40b9-ac1b-a1328f72b67d	C3L-00942.WXS.T	e4a34a68-cdb6-40b9-ac1b-a1328f72b67d/CPT0016830006.WholeExome.RP-1303.bam
