78d4debc-1fc1-4cb4-8f59-0a5bd2d8b36e	C3L-00010.WGS.N	78d4debc-1fc1-4cb4-8f59-0a5bd2d8b36e/CPT0000060163.WholeGenome.RP-1303.bam
25cb4189-1b2f-4793-b52b-ec96c35567ca	C3L-00010.WGS.T	25cb4189-1b2f-4793-b52b-ec96c35567ca/CPT0001220165.WholeGenome.RP-1303.bam
27091176-c4d5-46a5-816c-ef22cf26f96c	C3L-00032.WGS.N	27091176-c4d5-46a5-816c-ef22cf26f96c/CPT0000110163.WholeGenome.RP-1303.bam
4b7eee33-2cb9-4c54-b5e7-f8f72536f062	C3L-00032.WGS.T	4b7eee33-2cb9-4c54-b5e7-f8f72536f062/CPT0001420005.WholeGenome.RP-1303.bam
b0c161c6-6fba-44be-bd64-1c31546075cb	C3L-00183.WGS.N	b0c161c6-6fba-44be-bd64-1c31546075cb/CPT0070990002.WholeGenome.RP-1303.bam
e1a95163-1d2b-4e4e-b4fe-68efba073ce8	C3L-00183.WGS.T	e1a95163-1d2b-4e4e-b4fe-68efba073ce8/CPT0066470010.WholeGenome.RP-1303.bam
d9717e6e-907b-43b2-be30-373b71c15f45	C3L-00358.WGS.N	d9717e6e-907b-43b2-be30-373b71c15f45/CPT0004360002.WholeGenome.RP-1303.bam
02106d84-e6b8-465a-a063-a4e0e156d8c0	C3L-00358.WGS.T	02106d84-e6b8-465a-a063-a4e0e156d8c0/CPT0002210008.WholeGenome.RP-1303.bam
e04ccac1-20a8-4b59-9734-8faa65a50ec4	C3L-00359.WGS.N	e04ccac1-20a8-4b59-9734-8faa65a50ec4/CPT0004370002.WholeGenome.RP-1303.bam
d234fee4-2d8e-4948-938e-b67922f1a814	C3L-00359.WGS.T	d234fee4-2d8e-4948-938e-b67922f1a814/CPT0002270008.WholeGenome.RP-1303.bam
32e51e53-9a3f-4f71-8517-2313f006ffc8	C3L-00361.WGS.N	32e51e53-9a3f-4f71-8517-2313f006ffc8/CPT0004400002.WholeGenome.RP-1303.bam
c3255cef-dfb8-43b7-89a4-741be1ec457b	C3L-00361.WGS.T	c3255cef-dfb8-43b7-89a4-741be1ec457b/CPT0002430008.WholeGenome.RP-1303.bam
fc5a5e9b-4dc3-490e-b35e-28e153a07361	C3L-00369.WGS.N	fc5a5e9b-4dc3-490e-b35e-28e153a07361/CPT0002660002.WholeGenome.RP-1303.bam
f5dd9923-ffba-46b7-98cc-06b9716b5fdb	C3L-00369.WGS.T	f5dd9923-ffba-46b7-98cc-06b9716b5fdb/CPT0006440009.WholeGenome.RP-1303.bam
b29460eb-4c2d-4873-8b20-364cb4777b63	C3L-00561.WGS.N	b29460eb-4c2d-4873-8b20-364cb4777b63/CPT0024550002.WholeGenome.RP-1303.bam
b20f3266-d35b-4167-ab15-15b6bf8c1664	C3L-00561.WGS.T	b20f3266-d35b-4167-ab15-15b6bf8c1664/CPT0023350006.WholeGenome.RP-1303.bam
e067c687-9855-4636-be48-0ca284a3fcee	C3L-00607.WGS.N	e067c687-9855-4636-be48-0ca284a3fcee/CPT0029400002.WholeGenome.RP-1303.bam
092f044b-63b0-472a-95db-e7769dcc6b9c	C3L-00607.WGS.T	092f044b-63b0-472a-95db-e7769dcc6b9c/CPT0025050009.WholeGenome.RP-1303.bam
7af0d581-f94f-4b0e-b1bf-78d0eff14506	C3L-00791.WGS.N	7af0d581-f94f-4b0e-b1bf-78d0eff14506/CPT0029500002.WholeGenome.RP-1303.bam
ebf9b25a-f1d0-4be1-830d-004432793355	C3L-00791.WGS.T	ebf9b25a-f1d0-4be1-830d-004432793355/CPT0026410009.WholeGenome.RP-1303.bam
a8d5ae99-06e4-4e77-9a8e-852d5bc94c40	C3L-00917.WGS.N	a8d5ae99-06e4-4e77-9a8e-852d5bc94c40/CPT0024600002.WholeGenome.RP-1303.bam
f93778fd-48f3-4e90-83e4-07cf758bd62f	C3L-00917.WGS.T	f93778fd-48f3-4e90-83e4-07cf758bd62f/CPT0023690006.WholeGenome.RP-1303.bam
699cb50e-8973-4018-b27f-e5ce28faf4c4	C3L-00942.WGS.N	699cb50e-8973-4018-b27f-e5ce28faf4c4/CPT0016970001.WholeGenome.RP-1303.bam
6c9a46b8-8e19-48dc-baa2-4822c8d913a4	C3L-00942.WGS.T	6c9a46b8-8e19-48dc-baa2-4822c8d913a4/CPT0016830006.WholeGenome.RP-1303.bam
b4dc461c-f9ee-4508-8954-382337fa1a8f	C3L-00946.WGS.N	b4dc461c-f9ee-4508-8954-382337fa1a8f/CPT0027580002.WholeGenome.RP-1303.bam
4d5b4aee-3c6b-4dae-967e-72ca14c3a78c	C3L-00946.WGS.T	4d5b4aee-3c6b-4dae-967e-72ca14c3a78c/CPT0027520009.WholeGenome.RP-1303.bam
19785a4b-f66f-4abd-8cc2-ab14e8109fc2	C3L-00947.WGS.N	19785a4b-f66f-4abd-8cc2-ab14e8109fc2/CPT0027480002.WholeGenome.RP-1303.bam
df70395e-da71-4a02-87ce-e79bb382caa2	C3L-00947.WGS.T	df70395e-da71-4a02-87ce-e79bb382caa2/CPT0027420009.WholeGenome.RP-1303.bam
da40b327-c2d2-4b9b-9f0a-643e9705a431	C3L-00949.WGS.N	da40b327-c2d2-4b9b-9f0a-643e9705a431/CPT0016440002.WholeGenome.RP-1303.bam
bbc437ca-859d-4584-bf1a-afd645df394b	C3L-00949.WGS.T	bbc437ca-859d-4584-bf1a-afd645df394b/CPT0016370006.WholeGenome.RP-1303.bam
25a020c8-6c7c-482f-89ef-a5782cf926d0	C3L-01248.WGS.N	25a020c8-6c7c-482f-89ef-a5782cf926d0/CPT0080340001.WholeGenome.RP-1303.bam
